Movie Title,World Wide,Deomestic,imdbid,year,bt_score,submitterid,dubious,Score Category
Midnight in Paris,151672318.0,56817045.0,1605783,2011,3,3654,0.0,Beschdel test passed
I Am Number Four,149878437.0,55100437.0,1464540,2011,1,2769,0.0,Female characters have no dialogue
Jack and Jill,149673788.0,74158157.0,810913,2011,3,5606,0.0,Beschdel test passed
Friends with Benefits,149542245.0,55802754.0,1632708,2011,3,3816,0.0,Beschdel test passed
No Strings Attached,149228077.0,70662220.0,1411238,2011,3,3198,0.0,Beschdel test passed
Arthur Christmas,147419472.0,46462469.0,1430607,2011,1,8915,0.0,Female characters have no dialogue
Source Code,147332697.0,54712227.0,945513,2011,1,2995,0.0,Female characters have no dialogue
"Crazy, Stupid, Love.",145051197.0,84351197.0,1570728,2011,3,3873,0.0,Beschdel test passed
Contagion,136515867.0,75658097.0,1598778,2011,3,4022,0.0,Beschdel test passed
Unknown,135710029.0,63686397.0,1401152,2011,1,12159,0.0,Female characters have no dialogue
We Bought a Zoo,120081841.0,75624550.0,1389137,2011,2,4947,0.0,Female character's dialogue is about boys
Water for Elephants,117094902.0,58709717.0,1067583,2011,1,3352,0.0,Female characters have no dialogue
Moneyball,110206216.0,75605492.0,1210166,2011,1,4090,0.0,Female characters have no dialogue
Insidious,99557032.0,54009150.0,1591095,2010,3,3278,0.0,Beschdel test passed
Paul,97984015.0,37412945.0,1092026,2011,3,2709,0.0,Beschdel test passed
Scream 4,97138686.0,38180928.0,1262416,2011,3,3074,0.0,Beschdel test passed
Dolphin Tale,95932565.0,72286779.0,1564349,2011,2,4047,0.0,Female character's dialogue is about boys
Red Riding Hood,90260376.0,37662162.0,1486185,2011,3,2918,0.0,Beschdel test passed
Sucker Punch,89792502.0,36392502.0,978764,2011,3,2185,0.0,Beschdel test passed
Hall Pass,86157237.0,45060734.0,480687,2011,2,4506,0.0,Female character's dialogue is about boys
Abduction,82087155.0,28087155.0,1600195,2011,1,17315,0.0,Female characters have no dialogue
Tinker Tailor Soldier Spy,81244605.0,24149393.0,1340800,2011,1,4137,0.0,Female characters have no dialogue
Priest,78309505.0,29137000.0,822847,2011,1,4470,0.0,Female characters have no dialogue
Priest,78309505.0,29137000.0,110889,1994,3,4341,0.0,Beschdel test passed
Priest,4165845.0,4165845.0,822847,2011,1,4470,0.0,Female characters have no dialogue
Priest,4165845.0,4165845.0,110889,1994,3,4341,0.0,Beschdel test passed
Drive,76976666.0,35061555.0,780504,2011,3,4032,1.0,Dubious
Diary of a Wimpy Kid: Rodrick Rules,72526996.0,52698535.0,1650043,2011,1,4540,0.0,Female characters have no dialogue
Hanna,63782078.0,40259119.0,993842,2011,3,3039,0.0,Beschdel test passed
Conan the Barbarian,63523283.0,21295021.0,816462,2011,3,3956,1.0,Dubious
Conan the Barbarian,63523283.0,21295021.0,82198,1982,1,70,0.0,Female characters have no dialogue
Conan the Barbarian,39565475.0,39565475.0,816462,2011,3,3956,1.0,Dubious
Conan the Barbarian,39565475.0,39565475.0,82198,1982,1,70,0.0,Female characters have no dialogue
Colombiana,63458440.0,36665854.0,1657507,2011,1,6147,0.0,Female characters have no dialogue
From Up on Poppy Hill,61459425.0,1002895.0,1798188,2011,3,5441,0.0,Beschdel test passed
One Day,59389433.0,13843771.0,1563738,2011,1,13808,0.0,Female characters have no dialogue
Killer Elite,57084522.0,25124966.0,1448755,2011,0,4087,0.0,Less than 2 named female characters
Winnie the Pooh,49871429.0,26692846.0,1449283,2011,0,3893,0.0,Less than 2 named female characters
Arthur,48147945.0,33035397.0,1334512,2011,2,3073,0.0,Female character's dialogue is about boys
Arthur,95461682.0,95461682.0,1334512,2011,2,3073,0.0,Female character's dialogue is about boys
Soul Surfer,47120948.0,43853424.0,1596346,2011,3,4390,0.0,Beschdel test passed
Beastly,43202283.0,27865571.0,1152398,2011,1,2919,0.0,Female characters have no dialogue
50/50,41097853.0,35014192.0,1306980,2011,2,4268,0.0,Female character's dialogue is about boys
Fright Night,41002607.0,18302607.0,89175,1985,2,11257,0.0,Female character's dialogue is about boys
Fright Night,41002607.0,18302607.0,1438176,2011,3,4598,1.0,Dubious
Fright Night,24923585.0,24922237.0,89175,1985,2,11257,0.0,Female character's dialogue is about boys
Fright Night,24923585.0,24922237.0,1438176,2011,3,4598,1.0,Dubious
30 Minutes or Less,40662632.0,37053924.0,1622547,2011,1,3928,0.0,Female characters have no dialogue
Gantz,40568961.0,,1525835,2010,1,18810,0.0,Female characters have no dialogue
Dream House,39984400.0,21302340.0,1462041,2011,3,4304,0.0,Beschdel test passed
Monte Carlo,39782683.0,23186769.0,1067774,2011,3,5015,0.0,Beschdel test passed
Mars Needs Moms,39233678.0,21392758.0,1305591,2011,3,8963,1.0,Dubious
Jumping the Broom,38158601.0,37295394.0,1640484,2011,3,5923,0.0,Beschdel test passed
One for the Money,38080789.0,26414527.0,598828,2012,3,12952,0.0,Beschdel test passed
Courageous,35185884.0,34522221.0,1630036,2011,3,9632,1.0,Dubious
My Week with Marilyn,35057696.0,14600347.0,1655420,2011,3,4403,0.0,Beschdel test passed
Jane Eyre,34710627.0,11242660.0,36969,1943,3,13309,1.0,Dubious
Jane Eyre,34710627.0,11242660.0,1229822,2011,3,3464,0.0,Beschdel test passed
Jane Eyre,5200601.0,5200601.0,36969,1943,3,13309,1.0,Dubious
Jane Eyre,5200601.0,5200601.0,1229822,2011,3,3464,0.0,Beschdel test passed
Gantz: Perfect Answer,33672515.0,,1525836,2011,1,18811,0.0,Female characters have no dialogue
Silenced,30996130.0,,2070649,2011,1,19912,0.0,Female characters have no dialogue
A Dangerous Method,30519436.0,5704709.0,1571222,2011,3,5703,1.0,Dubious
Carnage,30032239.0,2547047.0,1692486,2011,3,4632,0.0,Beschdel test passed
Your Highness,28013733.0,21596445.0,1240982,2011,1,3054,0.0,Female characters have no dialogue
Apollo 18,26236153.0,17687709.0,1772240,2011,0,4002,0.0,Less than 2 named female characters
Our Idiot Brother,25804448.0,24816118.0,1637706,2011,3,4691,0.0,Beschdel test passed
Warrior,23308615.0,13657115.0,102411,2011,0,20630,1.0,Dubious
Warrior,23308615.0,13657115.0,1291584,2011,1,4742,0.0,Female characters have no dialogue
Hoodwinked Too! Hood vs. Evil,23167844.0,10143779.0,844993,2011,3,4456,0.0,Beschdel test passed
Young Adult,22939027.0,16311571.0,1625346,2011,3,4538,0.0,Beschdel test passed
A Separation,22926076.0,7099055.0,1832382,2011,3,3986,0.0,Beschdel test passed
Polisse,20590872.0,211440.0,1661420,2011,3,4486,0.0,Beschdel test passed
Toy Story 3,1066969703.0,415004880.0,435761,2010,3,964,1.0,Dubious
Alice in Wonderland,1025467110.0,334191110.0,23753,1933,3,5053,0.0,Beschdel test passed
Alice in Wonderland,1025467110.0,334191110.0,43274,1951,3,1292,0.0,Beschdel test passed
Alice in Wonderland,1025467110.0,334191110.0,1014759,2010,3,460,0.0,Beschdel test passed
Harry Potter and the Deathly Hallows: Part 1,960283305.0,295983305.0,926084,2010,3,2254,0.0,Beschdel test passed
Inception,828258695.0,292576195.0,1375666,2010,3,1228,1.0,Dubious
Shrek Forever After,752600867.0,238736787.0,892791,2010,1,803,0.0,Female characters have no dialogue
Iron Man 2,623933331.0,312433331.0,1228705,2010,3,606,0.0,Beschdel test passed
Tangled,592461732.0,200821936.0,398286,2010,3,2265,0.0,Beschdel test passed
Despicable Me,543239815.0,251639815.0,1323594,2010,3,1195,0.0,Beschdel test passed
How to Train Your Dragon,494878759.0,217581231.0,892769,2010,3,490,0.0,Beschdel test passed
Clash of the Titans,493214993.0,163214888.0,800320,2010,3,2251,1.0,Dubious
Clash of the Titans,493214993.0,163214888.0,82186,1981,3,529,0.0,Beschdel test passed
Clash of the Titans,41092328.0,41092328.0,800320,2010,3,2251,1.0,Dubious
Clash of the Titans,41092328.0,41092328.0,82186,1981,3,529,0.0,Beschdel test passed
Black Swan,329398046.0,106954678.0,947798,2010,3,2062,0.0,Beschdel test passed
Megamind,321885765.0,148415853.0,1001526,2010,0,2199,0.0,Less than 2 named female characters
Resident Evil: Afterlife,300228084.0,60128566.0,1220634,2010,3,1886,0.0,Beschdel test passed
Shutter Island,294804195.0,128012934.0,1130884,2010,1,495,0.0,Female characters have no dialogue
Salt,293503354.0,118311368.0,944835,2010,3,1411,0.0,Beschdel test passed
Grown Ups,271430189.0,162001186.0,1375670,2010,3,1000,0.0,Beschdel test passed
True Grit,252276927.0,171243005.0,65126,1969,3,4435,0.0,Beschdel test passed
True Grit,252276927.0,171243005.0,1403865,2010,3,2375,0.0,Beschdel test passed
Due Date,211780824.0,100539043.0,1231583,2010,1,3067,0.0,Female characters have no dialogue
Yogi Bear,203509374.0,100246011.0,1302067,2010,0,2489,0.0,Less than 2 named female characters
Paranormal Activity 2,177512032.0,84752907.0,1536044,2010,3,4237,0.0,Beschdel test passed
Unstoppable,167805466.0,81562942.0,477080,2010,3,2230,1.0,Dubious
Step Up 3D,159291809.0,42400223.0,1193631,2010,3,18470,0.0,Beschdel test passed
Date Night,152263880.0,98711404.0,1279935,2010,3,587,0.0,Beschdel test passed
Wall Street: Money Never Sleeps,134748021.0,52474616.0,1027718,2010,3,2056,1.0,Dubious
Predators,127233108.0,52000688.0,1424381,2010,0,1227,0.0,Less than 2 named female characters
A Nightmare on Elm Street,115694863.0,63075011.0,1179056,2010,3,11501,0.0,Beschdel test passed
A Nightmare on Elm Street,25507443.0,25504513.0,1179056,2010,3,11501,0.0,Beschdel test passed
Dear John,114991723.0,80014842.0,989757,2010,0,2896,0.0,Less than 2 named female characters
Life as We Know It,105734416.0,53374681.0,1055292,2010,3,17853,0.0,Beschdel test passed
Aftershock,100293273.0,62962.0,1393746,2010,3,4891,0.0,Beschdel test passed
Kick-Ass,96188903.0,48071303.0,1250777,2010,1,521,0.0,Female characters have no dialogue
Burlesque,89519773.0,39440655.0,1126591,2010,3,2277,0.0,Beschdel test passed
Dinner for Schmucks,86855739.0,73026337.0,427152,2010,1,1572,0.0,Female characters have no dialogue
Edge of Darkness,81126522.0,43313890.0,1226273,2010,1,5640,0.0,Female characters have no dialogue
Letters to Juliet,79293444.0,53032453.0,892318,2010,3,652,1.0,Dubious
Diary of a Wimpy Kid,76196538.0,64003625.0,1196141,2010,3,475,0.0,Beschdel test passed
Easy A,75026216.0,58401464.0,1282140,2010,3,1946,0.0,Beschdel test passed
Takers,69055695.0,57744720.0,1135084,2010,1,3191,0.0,Female characters have no dialogue
Legion,67918658.0,40168080.0,1038686,2010,3,999,0.0,Beschdel test passed
Skyline,66984887.0,21393620.0,1564585,2010,3,2439,1.0,Dubious
Hot Tub Time Machine,64735752.0,50287556.0,1231587,2010,1,494,0.0,Female characters have no dialogue
Devil,62695489.0,33601190.0,1314655,2010,3,2133,0.0,Beschdel test passed
127 Hours,60738797.0,18335230.0,1542344,2010,3,2229,1.0,Dubious
Secretariat,60321861.0,59713955.0,1028576,2010,3,2075,0.0,Beschdel test passed
Morning Glory,60040976.0,31011732.0,1126618,2010,3,2169,0.0,Beschdel test passed
Remember Me,56032889.0,19068240.0,1403981,2010,3,1417,0.0,Beschdel test passed
Cop Out,55611001.0,44875481.0,1385867,2010,1,1657,0.0,Female characters have no dialogue
Little White Lies,53319615.0,206088.0,1440232,2010,3,4199,0.0,Beschdel test passed
Daybreakers,51416464.0,30101577.0,433362,2009,1,825,0.0,Female characters have no dialogue
Death at a Funeral,49050886.0,42739347.0,795368,2007,3,1811,0.0,Beschdel test passed
Death at a Funeral,46789413.0,8580428.0,795368,2007,3,1811,0.0,Beschdel test passed
How Do You Know,48668907.0,30212620.0,1341188,2010,3,12315,0.0,Beschdel test passed
Charlie St. Cloud,48190704.0,31162545.0,1438254,2010,1,2403,1.0,Dubious
Scott Pilgrim vs. the World,47664559.0,31524275.0,446029,2010,3,1700,0.0,Beschdel test passed
Machete,45491656.0,26593646.0,985694,2010,3,1825,0.0,Beschdel test passed
Boy,43551154.0,256211.0,1560139,2010,1,1040,0.0,Female characters have no dialogue
When in Rome,43053376.0,32680633.0,1185416,2010,3,9104,0.0,Beschdel test passed
Going the Distance,42059111.0,17804299.0,1322312,2010,3,1955,0.0,Beschdel test passed
For Colored Girls,37981984.0,37729698.0,1405500,2010,3,3319,0.0,Beschdel test passed
You Will Meet a Tall Dark Stranger,35867322.0,3248246.0,1182350,2010,3,1805,0.0,Beschdel test passed
Faster,35626958.0,23240020.0,1433108,2010,0,3037,0.0,Less than 2 named female characters
Leap Year,32686500.0,25918920.0,1216492,2010,3,16600,0.0,Beschdel test passed
Potiche,32309881.0,1618844.0,1521848,2010,3,3172,0.0,Beschdel test passed
You Again,32054369.0,25702053.0,1414382,2010,3,1997,0.0,Beschdel test passed
Ramona and Beezus,27293743.0,26167002.0,493949,2010,3,1470,0.0,Beschdel test passed
Let Me In,27093592.0,12134935.0,1228987,2010,1,2028,0.0,Female characters have no dialogue
Fair Game,25798915.0,9540691.0,977855,2010,3,4206,0.0,Beschdel test passed
Fair Game,11534477.0,11534477.0,977855,2010,3,4206,0.0,Beschdel test passed
Biutiful,25147786.0,5101237.0,1164999,2010,1,2763,0.0,Female characters have no dialogue
A Thousand Words,22044277.0,18450127.0,763831,2012,2,10172,0.0,Female character's dialogue is about boys
Just Wright,21584424.0,21540363.0,1407061,2010,3,813,0.0,Beschdel test passed
My Soul to Take,21500813.0,14744435.0,872230,2010,3,14628,1.0,Dubious
Our Family Wedding,21409028.0,20255281.0,1305583,2010,3,466,0.0,Beschdel test passed
Country Strong,20529194.0,20218921.0,1555064,2010,3,6158,0.0,Beschdel test passed
Another Year,19722766.0,3205706.0,1431181,2010,3,2236,0.0,Beschdel test passed
Youth in Revolt,19651093.0,15281286.0,403702,2009,1,1240,1.0,Dubious
Buried,19439764.0,1044143.0,1462758,2010,1,2029,0.0,Female characters have no dialogue
Norwegian Wood,19115721.0,13000.0,1270842,2010,3,4208,0.0,Beschdel test passed
13 Assassins,18689058.0,802778.0,1436045,2010,1,2120,1.0,Dubious
Avatar,2743577587.0,749766139.0,499549,2009,3,312,0.0,Beschdel test passed
Ice Age: Dawn of the Dinosaurs,886686817.0,196573705.0,1080016,2009,1,131,0.0,Female characters have no dialogue
Transformers: Revenge of the Fallen,836303693.0,402111870.0,1055369,2009,3,157,0.0,Beschdel test passed
2012,769679473.0,166112167.0,1190080,2009,1,2114,0.0,Female characters have no dialogue
Sherlock Holmes,524028679.0,209028679.0,988045,2009,1,367,0.0,Female characters have no dialogue
Night at the Museum: Battle of the Smithsonian,413106170.0,177243721.0,1078912,2009,1,18860,0.0,Female characters have no dialogue
X-Men Origins: Wolverine,373062864.0,179883157.0,458525,2009,3,198,1.0,Dubious
Prince of Persia: The Sands of Time,336365676.0,90759676.0,473075,2010,0,679,0.0,Less than 2 named female characters
Inglourious Basterds,321455689.0,120540719.0,361748,2009,3,277,1.0,Dubious
G.I. Joe: The Rise of Cobra,302469017.0,150201498.0,1046173,2009,1,125,0.0,Female characters have no dialogue
G-Force,292817841.0,119436770.0,436339,2009,1,3467,0.0,Female characters have no dialogue
Cloudy with a Chance of Meatballs,243006126.0,124870275.0,844471,2009,1,238,0.0,Female characters have no dialogue
District 9,210888950.0,115646235.0,1136608,2009,1,147,0.0,Female characters have no dialogue
Paranormal Activity,193355800.0,107918810.0,1179904,2007,3,416,1.0,Dubious
Paul Blart: Mall Cop,183348429.0,146336178.0,1114740,2009,1,20026,0.0,Female characters have no dialogue
Up in the Air,166842739.0,83823381.0,1193138,2009,2,308,0.0,Female character's dialogue is about boys
Hannah Montana: The Movie,155545279.0,79576189.0,1114677,2009,2,20045,1.0,Dubious
Law Abiding Citizen,127944208.0,73357727.0,1197624,2009,3,801,0.0,Beschdel test passed
Surrogates,122444772.0,38577772.0,986263,2009,1,225,0.0,Female characters have no dialogue
Invictus,122233971.0,37491364.0,1057500,2009,1,1259,0.0,Female characters have no dialogue
Confessions of a Shopaholic,108394089.0,44277350.0,1093908,2009,3,836,0.0,Beschdel test passed
Planet 51,105647102.0,42194060.0,762125,2009,1,1590,0.0,Female characters have no dialogue
Zombieland,102392080.0,75590286.0,1156398,2009,3,230,0.0,Beschdel test passed
Where the Wild Things Are,100140096.0,77233467.0,386117,2009,1,3375,0.0,Female characters have no dialogue
Old Dogs,96753696.0,49492060.0,976238,2009,3,19856,0.0,Beschdel test passed
Green Zone,94882549.0,35053660.0,947810,2010,0,469,0.0,Less than 2 named female characters
Underworld: Rise of the Lycans,92158961.0,45802315.0,834001,2009,1,244,0.0,Female characters have no dialogue
"I Love You, Man",91980359.0,71440011.0,1155056,2009,2,216,0.0,Female character's dialogue is about boys
Friday the 13th,91509154.0,65002019.0,758746,2009,2,8243,0.0,Female character's dialogue is about boys
Friday the 13th,91509154.0,65002019.0,80761,1980,3,8242,0.0,Beschdel test passed
Friday the 13th,39757840.0,39754601.0,758746,2009,2,8243,0.0,Female character's dialogue is about boys
Friday the 13th,39757840.0,39754601.0,80761,1980,3,8242,0.0,Beschdel test passed
Drag Me to Hell,90842646.0,42100625.0,1127180,2009,3,393,0.0,Beschdel test passed
Madea Goes to Jail,90508336.0,90508336.0,1142800,2009,0,12845,0.0,Less than 2 named female characters
State of Play,87812371.0,37017955.0,473705,2009,3,9081,0.0,Beschdel test passed
Duplicity,78176181.0,40572825.0,1135487,2009,2,189,0.0,Female character's dialogue is about boys
Orphan,77912251.0,41596251.0,1148204,2009,3,150,0.0,Beschdel test passed
Funny People,71585235.0,51855045.0,1201167,2009,1,72,0.0,Female characters have no dialogue
Land of the Lost,68777554.0,49438370.0,457400,2009,0,14360,0.0,Less than 2 named female characters
Year One,62357900.0,43337279.0,1045778,2009,3,17339,0.0,Beschdel test passed
Ninja Assassin,61601280.0,38122883.0,1186367,2009,1,287,0.0,Female characters have no dialogue
3 Idiots,60262836.0,6532874.0,1187043,2009,1,4789,0.0,Female characters have no dialogue
Aliens in the Attic,57881056.0,25200412.0,775552,2009,3,10601,0.0,Beschdel test passed
Nine,54004950.0,19676965.0,875034,2009,2,487,1.0,Dubious
9,48428063.0,31749894.0,472033,2009,0,185,0.0,Less than 2 named female characters
Crazy Heart,47405566.0,39464306.0,1263670,2009,1,21164,0.0,Female characters have no dialogue
Fantastic Mr. Fox,46471023.0,21002919.0,432283,2009,1,266,0.0,Female characters have no dialogue
Notorious,44420316.0,36843682.0,38787,1946,2,353,0.0,Female character's dialogue is about boys
Brothers,43474578.0,28544157.0,765010,2009,3,1743,0.0,Beschdel test passed
Evangelion: 2.0 You Can (Not) Advance,41162041.0,133640.0,860906,2009,3,6188,0.0,Beschdel test passed
Gamer,40828540.0,20534907.0,1034032,2009,1,3770,0.0,Female characters have no dialogue
All About Steve,40105542.0,33862903.0,881891,2009,3,1247,0.0,Beschdel test passed
Astro Boy,39886986.0,19551067.0,375568,2009,3,819,1.0,Dubious
